,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Summary,Reviews,Plays,Playing,Backlogs,Wishlist
298,Astral Chain,"Jan 01, 2019",[],3.6,568,568,['Adventure'],"ASTRAL CHAIN, a brand new action game from PlatinumGames, exclusive to Nintendo Switch! As part of a police special task force, it’s up to you to fight against mysterious, alien-like creatures who have invaded the world.",[],3K,210,2K,1K
299,DmC: Devil May Cry,"Jan 01, 2013",[],3.0,432,432,['Adventure'],"DmC: Devil May Cry is the fifth game in the hack-and-slash third-person action series and the first not largely developed by Capcom. This title is a reimagining of the series, with the same protagonist Dante, but set in an alternate universe. The Dante in this game is very different from before, doing away with the trademark white hair and altering the main character as well as the game's tone with a much more Western influence. The gameplay is still largely identical as Dante engages many oppon",[],6K,62,1K,448
300,Dragon Age: Origins,"Jan 01, 2009",[],4.0,712,712,['RPG'],Dragon Age: Origins is a third-person role-playing game described as a spiritual successor to Baldur's Gate and Neverwinter Nights franchises. Players create their own character by customizing gender and appearance as well as choosing a race and class. Combat is in real time with the ability to pause at any moment: tactical options include an editor which allows the player to give the AI detailed instructions on how to behave in every possible situation. Although the main storyline is the same f,[],6K,148,1K,534
301,Vagrant Story,"Jan 01, 2000",[],4.0,503,503,['Adventure'],"Adventure into a world of unparalleled depth and danger with SquareSoft's Vagrant Story. In this sweeping dungeon-crawling epic you play as Ashley Riot, a young assassin and spy for the organization known as Riskbreakers. Your goal is to unravel a deep and twisted plot and come to terms with the recent death of your wife and child. If this sounds a bit too cerebral never fear. Your path to recapturing your sense of humanity hinges on the destruction of countless vicious monsters and the explorat",[],1K,59,1K,889
302,Amnesia: The Dark Descent,"Jan 01, 2010",[],3.5,525,525,['Adventure'],"Amnesia: The Dark Descent is a survival horror video game by Frictional Games. The game features a protagonist named Daniel exploring a dark and foreboding castle, while trying to maintain his sanity by avoiding monsters and other terrifying obstructions. The game was critically well received.",[],4K,86,1K,407
303,Monster Hunter Rise: Sunbreak,"Jan 01, 2022",[],4.3,217,217,['Brawler'],"Monster Hunter Rise: Sunbreak is an expansion to the original Monster Hunter Rise.
             

              Featuring improved gameplay and nimble-feeling additions to combat mechanics, unique new monsters and hunting locales, and a new difficulty level in the form of Master Rank quests.
             

              As the hunter who saved Kamura from calamity, you must now journey to the far-off reaches of Elgado, an outpost near a Kingdom beset by a sinister new nemesis—the elder dragon Ma",[],1K,267,327,242
304,Super Mario Maker 2,"Jan 01, 2019",[],3.7,689,689,['Platform'],"A side-scrolling Mario adventure that unleashes the creative potential of Super Mario Maker 2 awaits in Story Mode, which contains over 100 built-in courses. And in Course Maker, a wide range of parts, tools, and more are available so you can construct your own courses. Want coin-shooting cannons? Bowser riding on a giant Goomba? Cat Mario sliding down slopes to take out an army of baddies? Go for it! You call the shots. Pass a Joy-Con controller to a partner to build co-operatively on a single ",[],6K,114,623,459
305,Fire Emblem: The Blazing Blade,"Jan 01, 2003",[],3.7,609,609,['RPG'],"It is the seventh game of the Fire Emblem series, the second game in the series to be released for the Game Boy Advance, and the first to be released in both North America and Europe. It features a prologue storyline designed to introduce newcomers to Fire Emblem gameplay and tactical basics. The overall narrative is a prequel to the events of the previous game, Fire Emblem: The Binding Blade, which is set twenty years later.
             

              The game was first released under the loc",[],3K,158,1K,401
306,LEGO Marvel Super Heroes,"Jan 01, 2013",[],3.6,522,522,['Adventure'],"In LEGO Marvel Super Heroes, players will unlock more than 100 characters from across the Marvel Universe, including fan favorites like Spider-Man, Iron Man, Wolverine, Captain America, the Hulk, Thor, Black Widow, Hawkeye, Deadpool, Loki and Galactus! The game will pack in a plethora of super-cool character abilities, combat-like action sequences, epic battle scenes, puzzle-solving and a unique story told with playful LEGO humor.",[],6K,65,592,126
307,Sonic Colors,"Jan 01, 2010",[],3.4,609,609,['Adventure'],"Sonic Colors, titled Sonic Colours in European and Australian markets, is a platforming game in the Sonic the Hedgehog series, developed by Sonic Team and published by Sega in 2010. The game was released worldwide for the Wii in November 2010. Another version featuring different gameplay was also released on the Nintendo DS at the same time.",[],5K,44,690,342
308,Pokémon Moon,"Jan 01, 2016",[],3.3,648,648,['Adventure'],"Pokémon Sun and Pokémon Moon trademarks were registered thus leaking the next Pokémon game titles to the public. Pokémon.com confirmed the games would be for the Nintendo 3DS and released in holiday 2016, with a new world, new Pokémon, and new adventures.
             

              Pokémon Sun and Pokémon Moon will be the first games in the Pokémon series to allow players to choose from nine languages to play in. In addition to English, French, German, Italian, Japanese, Korean, and Spanish, p",[],7K,75,653,234
309,Zelda II: The Adventure of Link,"Jan 01, 1987",[],2.6,756,756,['Adventure'],"Zelda II: The Adventure of Link is the second major installment in The Legend of Zelda series and the direct sequel to the first game. Like its predecessor, it features dungeons that must be located in the overworld and searched for an item that will prove useful. However, the game presents many very important gameplay changes compared to the previous one, affecting especially the movements and the combat. Moving around the world map involves encounters with enemies that take place on a side-scr",[],4K,55,1K,290
310,Battlefield 4,"Jan 01, 2013",[],3.5,431,431,['Shooter'],"Battlefield 4 is the genre-defining action blockbuster created by Dice, and made from moments that blur the line between game and glory, moments found only in Battlefield. Go to Boot Camp to learn the basics of Battlefield 4's engaging single player and intense multiplayer mode. Here you'll also find intel on Levolution, Commander Mode, Naval Warfare and many more exciting game features.",[],7K,72,506,124
311,Dragon Ball Z: Budokai Tenkaichi 3,"Jan 01, 2007",[],3.9,435,435,['Fighting'],"Budokai Tenkaichi 3 is a 1vs1 fighting game based on the anime/manga Dragon Ball by Akira Toriyama. It includes the apocalyptic battles and the essence of the Dragon Ball series following the main story of the popular manga. As in the previous games of the series, you'll have to select your character (over 162 characters with their own movements and combos) and fight against a friend or the computer in many different game modes with many different stages and weather/time conditions.",[],6K,32,278,135
312,WarioWare: Get It Together!,"Jan 01, 2021",[],3.5,399,399,['Arcade'],"Take on over 200 quick and quirky microgames - lightning-fast minigames filled with frantic fun - solo or with a friend! When his latest harebrained business scheme goes awry, Wario must use his signature style (and smell) to fix it. How? By playing a twisted collection microgames of course! From assembling a robot to pulling out a statue's armpit hair, the WarioWare: Get It Together! game is a comedic, cooperative microgame mashup.",[],2K,59,460,636
313,Beyond: Two Souls,"Jan 01, 2013",[],2.7,433,433,['Adventure'],"A unique psychological action thriller delivered by A-list Hollywood performances by Elliot Page and Willem Dafoe, Beyond: Two Souls takes you on a thrilling journey across the globe as you play out the remarkable life of Jodie Holmes.",[],5K,52,1K,524
314,Digimon Survive,"Jan 01, 2022",[],3.4,167,167,['Adventure'],"This is a story of survival in a strange new world.
             

              Celebrating the 20th Anniversary of the Digimon Anime, Digimon Survive presents a brand-new adventure set in a mysterious world with characters designed by Uichi Ukumo, and music by the much-acclaimed Tomoki Miyoshi.
             

              Digimon Survive sees a brand-new group of teenagers, led by Takuma Momozuka, get lost on a school camping trip, finding them transported to a strange new world of monsters a",[],454,148,525,602
315,Spiritfarer,"Jan 01, 2020",[],3.9,513,513,['Adventure'],"Spiritfarer is a cozy management game about dying. You play Stella, ferrymaster to the deceased, a Spiritfarer. Build a boat to explore the world, then befriend and care for spirits before finally releasing them into the afterlife. Farm, mine, fish, harvest, cook, and craft your way across mystical seas. Join the adventure as Daffodil the cat, in two-player cooperative play. Spend relaxing quality time with your spirit passengers, create lasting memories, and, ultimately, learn how to say goodby",[],2K,352,1K,918
316,Little Nightmares II,"Jan 01, 2021",[],4.0,569,569,['Adventure'],"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by the humming transmission of a distant tower. With Six, the girl in a yellow raincoat, as his guide, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be straightforward as Mono and Six will face a gallery of new threats from the terrible residents of this world.
             

          ",[],2K,78,1K,1K
317,The Evil Within 2,"Jan 01, 2017",[],3.7,541,541,['Adventure'],"The Evil Within 2 is the latest evolution of survival horror. Detective Sebastian Castellanos has lost it all. But when given a chance to save his daughter, he must descend once more into the nightmarish world of STEM.
             

              Horrifying threats emerge from every corner as the world twists and warps around him. Will Sebastian face adversity head on with weapons and traps, or sneak through the shadows to survive.",[],2K,76,1K,634
318,Bloons TD 6,"Jan 01, 2018",[],3.8,241,241,['Strategy'],"The Bloons are back and better than ever! Craft your perfect defense from a combination of awesome monkey towers, upgrades, Heroes, and activated abilities, then pop every last Bloon that comes your way!",[],4K,331,343,73
319,Sayonara Wild Hearts,"Jan 01, 2019",[],3.9,725,725,['Adventure'],"Sayonara Wild Hearts is a euphoric music video dream about being awesome, riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph.",[],3K,37,721,789
320,Metro 2033 Redux,"Jan 01, 2014",[],3.6,363,363,['Adventure'],"Metro 2033 Redux is the definitive version of the cult classic Metro 2033, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Fans of the original game will find the unique world of Metro transformed with incredible lighting, physics and dynamic weather effects. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.
             

 ",[],3K,108,1K,260
321,Melty Blood: Type Lumina,"Jan 01, 2021",[],3.6,194,194,['Fighting'],"""MELTY BLOOD"" is a series of 2D fighting games based on TYPE-MOON's visual romance novel ""Tsukihime"". Since the game's original release on PC in 2002, it has also had a number of ports for arcade, PlayStation 2, and Steam.
              
              Now, at long last, the ""MELTY BLOOD"" series is making its way to PlayStation4, Nintendo Switch, Xbox One, and Steam on September 30, 2021 in the form of ""MELTY BLOOD: TYPE LUMINA"".",[],1K,159,301,473
322,Vampire Survivors,"Jan 01, 2021",[],3.7,836,836,['Arcade'],"Mow thousands of night creatures and survive until dawn! Vampire Survivors is a gothic horror casual game with rogue-lite elements, where your choices can allow you to quickly snowball against the hundreds of monsters that get thrown at you.",[],6K,944,687,409
323,Psychonauts,"Jan 01, 2005",[],4.0,1K,1K,['Adventure'],"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.",[],7K,388,4K,1K
324,Fallout 4,"Jan 01, 2015",[],3.1,1K,1K,['RPG'],"Bethesda Game Studios welcome you to the world of Fallout 4, their most ambitious game ever, and the next generation of open-world gaming. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.",[],16K,407,2K,752
325,Uncharted 4: A Thief's End,"Jan 01, 2016",[],4.1,1K,1K,['Adventure'],"Several years after his last adventure, retired fortune hunter, Nathan Drake, is forced back into the world of thieves. With the stakes much more personal, Drake embarks on a globe-trotting journey in pursuit of a historical conspiracy behind a fabled pirate treasure. His greatest adventure will test his physical limits, his resolve, and ultimately what he's willing to sacrifice to save the ones he loves.",[],14K,177,2K,1K
326,The Legend of Zelda: A Link to the Past,"Jan 01, 1991",[],4.1,1K,1K,['Adventure'],"The Legend of Zelda: A Link to the Past is a top-down action game with puzzle-solving elements similar to the original The Legend of Zelda. After the side-scrolling and RPG-like gameplay of Zelda II: The Adventure of Link, the game is a return to the top-down view and gameplay style of the first installment. It introduces major new items to the series such as the Master Sword and the concept of two different worlds, which was revisited to some extent in Ocarina of Time with two distinct time per",[],13K,360,3K,911
327,Silent Hill,"Jan 01, 1999",[],4.1,1K,1K,['Adventure'],"Silent Hill is the first installment in the Silent Hill series of psychological survival horror video games. Unlike earlier survival horror games that focused on protagonists with combat training, the main character Harry Mason is an average man. The gameplay consists of combat, exploration, and puzzle-solving. The controller vibration is used to indicate Harry's heartbeat and will vibrate on low health. The player must regularly enter an inventory screen to check Harry's health, use items, and ",[],6K,272,2K,1K
328,Super Smash Bros. Brawl,"Jan 01, 2008",[],3.8,1K,1K,['Fighting'],"Super Smash Bros. Brawl is the third installment in the Super Smash Bros. series and the follow-up to Super Smash Bros. Melee. This edition introduces super attacks referred to as final smashes: activated by destroying smash balls, these feature powerful and often unstoppable attacks, regularly introducing a major transformation of the character. This edition also introduces a brand new adventure mode in The Subspace Emissary which is a side-scrolling adventure in the style of a platformer. It r",[],19K,51,511,250
329,Borderlands 2,"Jan 01, 2012",[],3.5,1K,1K,['RPG'],"A new era of shoot and loot is about to begin. Play as one of four new vault hunters facing off against a massive new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in 4 player co-op on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet.",[],16K,344,2K,494
330,No More Heroes,"Jan 01, 2007",[],4.0,1K,1K,['Adventure'],"The journey to become the #1 assassin begins with a single slice. No More Heroes is the story of Travis Touchdown. He has received orders to kill a vagabond. In front of him appears the handsome assassin Helter Skelter. After a fierce skirmish, Travis eliminates Skelter, upon which Silvia Christel arrives. She informs Travis that his victory was done without UAA permission, but he nonetheless becomes the 11th best assassin. And so Travis’s journey begins. No More Heroes will offer an exhilaratin",[],5K,280,2K,1K
331,Ghost of Tsushima,"Jan 01, 2020",[],4.1,1K,1K,['Adventure'],"Uncover the hidden wonders of Tsushima in this open-world action adventure. Forge a new path and wage an unconventional war for the freedom of Tsushima. Challenge opponents with your katana, master the bow to eliminate distant threats, develop stealth tactics to ambush enemies in order to win over the mongols.",[],8K,688,3K,3K
332,Sonic the Hedgehog 3 & Knuckles,"Jan 01, 1994",[],4.2,839,839,['Platform'],"Sonic the Hedgehog 3 & Knuckles (or simply Sonic 3 & Knuckles or Sonic 3 Complete Edition) is a platform video game which is the result of locking-on Sonic & Knuckles with Sonic the Hedgehog 3 using the former catridge's unique ""lock-on"" technology. It is essentially a large combined game of its two lock-on components and contains all Zones from the said games and also contains special features unique to this game. This would have been the original Sonic the Hedgehog 3 the developers intended bu",[],6K,40,656,269
333,Full Metal Daemon Muramasa,"Jan 01, 2009",[],4.3,229,229,['Adventure'],"This is not a story of heroes.
             

              Since time immemorial, warriors called musha have ruled the battlefield, granted supernatural power by their enchanted suits of armor - tsurugi.
             

              Minato Kageaki is one such musha, driven by duty to don his crimson armor and challenge the greatest evils of an age. But though madmen and tyrants fall to his blade, never will he claim that his battle is right.
             

              For the tsurugi he wield",[],496,96,567,592
334,Soma,"Jan 01, 2015",[],4.0,764,764,['Adventure'],"Soma is a sci-fi horror game from Frictional Games, creators of the groundbreaking Amnesia and Penumbra series.
             

              The radio is dead, food is running out, and the machines have started to think they are people. Underwater facility Pathos-II has suffered an intolerable isolation and we’re going to have to make some tough decisions. What can be done? What makes sense? What is left to fight for? Soma is a sci-fi horror game from Frictional Games, the creators of Amnesia: T",[],3K,122,2K,837
335,The Binding of Isaac: Rebirth,"Jan 01, 2014",[],4.0,492,492,['Adventure'],"The Binding of Isaac: Rebirth is a top down, procedurally-generated roguelike game, remade based on the original game The Binding of Isaac. You play as Isaac, a little boy who is chased to the basement by his mother who intends to kill Isaac for her savior. You explore different levels, collect items and try to defeat your mother.. and whatever other evil awaits you. If you die, you restart with none of your items you collected, and you must explore the basement and beyond again.",[],8K,334,1K,636
336,Luigi's Mansion 3,"Jan 01, 2019",[],3.8,800,800,['Adventure'],"Luigi embarks on a dream vacation with Mario and friends upon receiving an invitation to a luxurious hotel. However, his dream quickly becomes a nightmare when King Boo reveals everything had been a ploy to capture Mario and friends. With the assistance of Professor E. Gadd once again, the reluctant and cowardly hero Luigi traverses up and down treacherous floors of the now-ominous hotel on a quest to save them.",[],5K,313,2K,1K
337,Katamari Damacy Reroll,"Jan 01, 2018",[],4.1,576,576,['Adventure'],"When the King of All Cosmos accidentally destroys all the stars in the sky, he orders you, his pint-sized princely son, to put the twinkle back in the heavens above. Join the King and Prince of Cosmos on their wacky adventure to restore the stars at home or on the go – now in full HD!",[],4K,199,1K,513
338,Mario Kart 7,"Jan 01, 2011",[],3.5,593,593,['Racing'],"The seventh installment of the fan-favorite Mario Kart franchise brings Mushroom Kingdom racing fun into glorious 3D. For the first time, drivers explore new competitive kart possibilities, such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new heights.",[],10K,59,336,141
339,Castle Crashers,"Jan 01, 2008",[],3.6,487,487,['Adventure'],"This four player RPG adventure will let you hack, slash, and smash your way to victory. Featuring hand-drawn characters, Castle Crashers delivers unique hi-res illustrated visuals and intense gameplay action. Play with up to three friends and discover mind-boggling magic and mystery in the amazing world created just for you!",[],9K,94,936,227
340,Rain World,"Jan 01, 2017",[],4.1,411,411,['Adventure'],"Rain World is a survival platformer set in an abandoned industrial environment ravaged by a shattered ecosystem. Bone-crushingly intense rains pound the surface, making life as we know it almost impossible. The creatures in this world hibernate most of the time, but in the few brief dry periods they go out in search of food.",[],1K,170,1K,987
341,Mario Party Superstars,"Jan 01, 2021",[],3.7,517,517,['Card & Board Game'],"Calling all Superstars! Mario Party is back with 5 classic boards from the Nintendo 64 Mario Party games. Frosting meets flowers as you race to get the most stars (and sabotage your opponents) on the Peach’s Birthday Cake board from the original Mario Party game. Or watch the countdown that unleashes Bowser Coin Beam and hold onto those coins on the Space Land board. The tides can turn quickly in Mario Party, so stay vigilant, partygoers. This and all other modes can be played online, too!",[],3K,128,329,453
342,Bully,"Jan 01, 2006",[],3.9,635,635,['Adventure'],"As a mischievous schoolboy, you’ll stand up to bullies, get picked on by teachers, play pranks, win or lose the girl, and ultimately learn to navigate the obstacles of the worst school around, Bullworth Academy - a corrupt and crumbling prep school with an uptight facade.",[],6K,80,1K,768
343,Mario Kart 64,"Jan 01, 1996",[],3.5,725,725,['Racing'],"Mario Kart 64 is the second main installment of the Mario Kart series. It is the first game in the series to use three-dimensional graphics, however, the characters and items in this game are still two-dimensional, pre-rendered sprites. The game offers two camera angles and three engine sizes: 50cc, 100cc and 150cc. Each kart has distinctive handling, acceleration and top speed capabilities. Shells that you fire at rival racers, Bananas that make them skid out and Lightning Bolts that make them ",[],9K,21,389,194
344,Octopath Traveler II,"Jan 01, 2023",[],4.4,253,253,['RPG'],"This game is a brand-new entry in the Octopath Traveler series. It takes the series’ HD-2D graphics, a fusion of retro pixel art and 3DCG, to even greater heights.
              
              In the world of Solistia, eight new travelers venture forth into an exciting new era.
              
              Where will you go? What will you do? Whose tale will you bring to life?
              
              Every path is yours to take. Embark on an adventure all your own.",[],258,271,543,895
345,Norco,"Jan 01, 2022",[],3.9,386,386,['Adventure'],"Norco is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.",[],809,88,651,561
346,Resident Evil,"Jan 01, 2002",[],4.3,1K,1K,['Adventure'],"Resident Evil is the 2002 remake of the original 1996 video game of the same name featuring various improvements and gameplay overhaul. The game features all-new graphics and sound, and also incorporates gameplay elements from the earlier installments. While the overall plot remained mostly unchanged, several new areas and rooms were added to the game. This remake also features many additional modes, secrets and various endings over the original.",[],4K,93,1K,470
347,Assassin's Creed Odyssey,"Jan 01, 2018",[],3.4,772,772,['Adventure'],"Write your own epic odyssey and become a legendary Spartan hero in Assassin's Creed Odyssey, an inspiring adventure where you must forge your destiny and define your own path in a world on the brink of tearing itself apart. Influence how history unfolds as you experience a rich and ever-changing world shaped by your decisions.",[],6K,435,2K,746
348,Transistor,"Jan 01, 2014",[],3.8,784,784,['Adventure'],"An unconventional tactical action RPG in which after a powerful group called the Camerata cause measureless destruction through the ambiguous settlement of Cloudbank, Red, a famous singer in the city, goes on a journey along with her lover who is trapped inside the Transistor, a powerful machine with mysterious properties, to get to the bottom of the situation and get her lost voice back.",[],5K,172,2K,692
349,The Evil Within,"Jan 01, 2014",[],3.4,629,629,['Adventure'],"The Evil Within is an action survival horror game that draws inspiration from the Resident Evil series with a grimy look with exaggerated gore. The game was directed by Shinji Mikami, the creator of Resident Evil & a former Resident Evil 4 director. You must navigate through the hostile game world with limited resources, this requires to use your wits to survive and correctly manage your resources as you encounters various terrors and dangers throughout the game. The environments may also change",[],4K,140,1K,822
350,Metal: Hellsinger,"Jan 01, 2022",[],3.7,322,322,['Adventure'],"Strike terror into the hearts of demons and devils as you fight your way through eight Hells. Metal: Hellsinger is a rhythm FPS, brimming with diabolical enemies, powerful weapons, and metal music. Set out on an infernal journey in order to achieve the purest of goals: Vengeance.",[],1K,97,419,424
351,Halo: The Master Chief Collection,"Jan 01, 2014",[],4.2,356,356,['Shooter'],"The improved and enhanced Halo: The Master Chief Collection features visual enhancements with up to 4K UHD resolution, improved matchmaking, offline LAN, customizable installation options, and faster load times, it’s the definitive way to experience the ultimate Halo saga. Includes the extensive suite of campaign, multiplayer and additional features from Halo: Combat Evolved Anniversary, Halo 2: Anniversary, Halo 3, and Halo 4 - all updated to run at 60FPS.",[],5K,362,1K,463
352,Pokémon Crystal,"Jan 01, 2000",[],3.9,716,716,['Adventure'],"Pokémon Crystal is a special edition of Pokémon Gold and Silver. It added the option to play as a female character, expanded upon the storyline and made slight aesthetic changes to the still-intact core experience of becoming a Pokémon Master.",[],7K,137,721,236
353,Uncharted: The Lost Legacy,"Jan 01, 2017",[],3.8,758,758,['Adventure'],"From the critically acclaimed developer, Naughty Dog, comes the first standalone adventure in the Uncharted series. Fan-favorite character, Chloe Frazer, must enlist the aid of renowned mercenary Nadine Ross from Uncharted 4: A Thief’s End in order to recover a fabled ancient Indian artifact and keep it out of the hands of a ruthless war profiteer. Together, they’ll venture deep into the mountains of India in search of the legendary artifact. Along the way, they’ll learn to work together to unea",[],4K,51,1K,754
354,Resident Evil 3: Nemesis,"Jan 01, 1999",[],3.8,849,849,['Adventure'],"Resident Evil 3: Nemesis is a survival horror video game and the third installment in the Resident Evil series. Like its two predecessors, it is a third-person action-adventure game with polygonal characters on pre-rendered backgrounds with cinematic camera angles. Although the game uses the same basic engine and gameplay as the previous games, the gameplay is improved by features such as auto-targeting, a 180 degree spin, and a new dodge move that allows Jill to avoid enemy attacks. The PC and ",[],4K,56,953,496
355,Sea of Thieves,"Jan 01, 2018",[],3.3,354,354,['Adventure'],"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.",[],5K,270,536,407
356,F.E.A.R.,"Jan 01, 2005",[],3.8,564,564,['Shooter'],"F.E.A.R. is a horror FPS that resembles a cross between Doom 3, Half-Life, and the Ring horror movies. Demons are replaced by cloned soldiers and the element of horror revolves around an image of a spectral girl always appearing when least expected for a few fleeting moments. The player sets out as a member of a specialized strike force dealing with unknown threats. Initially, the player starts with mundane weapons, which are well presented, and progress gradually towards more sci-fi ones as the",[],3K,65,1K,505
357,Mafia: Definitive Edition,"Jan 01, 2020",[],3.7,420,420,['Adventure'],"Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in with the Salieri crime family, Tommy soon finds that the rewards are too big to ignore.",[],2K,101,917,540
358,NieR,"Jan 01, 2010",[],4.2,743,743,['Adventure'],"Nothing is as it seems in Square Enix's latest action adventure game, set in a crumbling world plagued by disease and dark, unrecognizable creatures. Players assume the role of the unyielding protagonist, NIER, resolute in his quest to discover a cure for his daughter, who is infected with the Black Scrawl virus. With powerful allies and a mysterious book, NIER encounters things that will confound even the mightiest of warriors. With NIER, experience seamless in-battle cinematics and explore hau",[],2K,67,999,854
359,The Walking Dead: Season Two,"Jan 01, 2013",[],3.5,559,559,['Adventure'],"Similar to the previous season, The Walking Dead: Season Two is a point-and-click adventure game. The player, in control of Clementine, can direct the character around the environment, examine and interact with various scenery elements and collect and use objects to advance the story. The player can also initiate conversations with non-player characters via conversation trees. Certain replies from other characters may offer the player multiple choices to select from, including the option to stay",[],6K,35,718,262
360,Forspoken,"Jan 01, 2023",[],2.3,211,211,['Adventure'],"Forspoken follows the journey of Frey, a young New Yorker transported to the beautiful and cruel land of Athia. In search of a way home, Frey must use her newfound magical abilities to traverse sprawling landscapes and battle monstrous creatures.",[],252,32,247,847
361,Max Payne 2: The Fall of Max Payne,"Jan 01, 2003",[],4.1,553,553,['Shooter'],"Max Payne 2 is a third-person shooter, in which the player assumes the role of Max Payne, but also plays as Mona Sax in a few levels. Initially, the player's weapon is a 9mm pistol. As they progress, players access other weapons including other handguns, shotguns, submachine guns, assault rifles, sniper rifles, and hand-thrown weapons. To move the game along, the player is told what the next objective is through Max's internal monologue, in which Max iterates what his next steps should be.",[],4K,37,1K,464
362,Shin Megami Tensei: Devil Summoner - Soul Hackers,"Jan 01, 1997",[],3.8,470,470,['Adventure'],"Soul Hackers delivers a first-person, dungeon-crawling RPG experience set in a future where technology and otherworldly forces meet in a macabre fusion of cyberpunk futurism and gothic horror. A first-person sci-fi RPG epic, Soul Hackers tells of a city held up as a beacon of humanity's triumph of technology, but with an infernal secret. In this would-be utopia, a group of hackers takes on a centuries-old mystic society, and a battle for control over humanity's fate is about to begin.",[],1K,153,1K,651
363,Dusk,"Jan 01, 2018",[],4.0,487,487,['Adventure'],"Battle through an onslaught of mystical backwater cultists, possessed militants and even darker forces as you attempt to discover just what lurks beneath the earth in this retro FPS inspired by all your 90's favorites. Featuring a full single player campaign, endless survival mode and classic arena multiplayer.",[],2K,154,963,625
364,The Elder Scrolls III: Morrowind,"Jan 01, 2002",[],4.0,549,549,['Adventure'],"First-person WRPG and third mainline entry in the Elder Scrolls franchise in which the player arrives in the island of Vvardenfell, an exotic land plagued by disease-carrying storms and ruled by a godly Tribunal, in the Morrowind province of Tamriel, and takes part in the prophecy foretelling the second coming of Nerevar, who will supposedly save Morrowind from malicious clans both within and outside Vvardenfell.",[],3K,150,1K,487
365,Rollerdrome,"Jan 01, 2022",[],3.7,260,260,['Adventure'],"Rollerdrome is a third person action shooter that seamlessly blends high octane, visceral combat with fluid movement and tricking mechanics into one complementary and challenging whole, to create an original adrenaline-pumping shooter experience like no other.",[],431,57,351,492
